RA,ano_pesquisa,fase,fase_ideal,defasagem,turma,genero,ano_nascimento,idade,ano_ingresso,rede_ensino,pedra_atual,pedra_ano_anterior,inde,inde_ano_anterior,iaa,ieg,ips,ipp,ida,ipv,ian,n_avaliacoes,indicado_bolsa,atingiu_pv,tempo_na_associacao,categoria_defasagem
RA-1203,2023,5,6,-1,5L,Feminino,2007,16,2023,Pública,Ametista,,7.487841667,,9.2,10.0,2.52,7.96875,7.2,7.8775,5.0,4.0,,,0.0,Moderada
RA-155,2023,5,7,-2,5L,Masculino,2006,17,2022,Pública,Agata,Ametista,6.318991667,7.051,7.9,8.1,5.0,7.03125,4.4,6.5875,5.0,4.0,,,1.0,Moderada
RA-94,2023,5,6,-1,5L,Feminino,2007,16,2018,Privada,Ametista,Topazio,7.289333333,8.921,7.5,9.6,2.52,8.75,7.2,7.795,5.0,4.0,,,5.0,Moderada
RA-81,2023,5,5,0,5L,Feminino,2008,15,2017,Privada,Ametista,Ametista,7.45425,7.675,9.6,8.8,2.52,7.8125,6.3,7.2125,10.0,4.0,,,6.0,Em fase
RA-302,2023,5,7,-2,5L,Masculino,2006,17,2022,Pública,Quartzo,Agata,5.314333333,6.334,0.0,7.3,5.0,7.5,4.3,6.255,5.0,4.0,,,1.0,Moderada
RA-171,2023,5,7,-2,5L,Masculino,2006,17,2022,Pública,Agata,Agata,6.293083333,6.581,7.5,7.2,5.0,7.1875,5.2,6.755,5.0,4.0,,,1.0,Moderada
RA-160,2023,5,6,-1,5L,Feminino,2007,16,2021,Privada,Agata,Agata,6.598266667,6.746,8.8,8.3,2.52,8.125,5.0,7.46,5.0,4.0,,,2.0,Moderada
RA-1204,2023,5,6,-1,5L,Masculino,2007,16,2023,Pública,Agata,,6.940416667,,7.5,8.7,5.0,7.8125,6.1,7.2125,5.0,4.0,,,0.0,Moderada
RA-1205,2023,5,8,-3,5L,Feminino,2005,18,2023,Pública,Agata,,6.806466667,,9.2,9.2,6.26,7.5,5.0,7.085,2.5,4.0,,,0.0,Severa
RA-173,2023,5,7,-2,5L,Masculino,2005,18,2019,Privada,Ametista,Ametista,7.757466667,7.816,9.2,8.5,6.26,8.125,8.1,7.8775,5.0,4.0,,,4.0,Moderada
RA-166,2023,5,5,0,5L,Masculino,2008,15,2020,Privada,Topazio,Topazio,8.105583333,8.253,7.5,8.9,6.26,8.4375,8.1,7.4625,10.0,4.0,,,3.0,Em fase
RA-175,2023,5,6,-1,5L,Feminino,2007,16,2018,Privada,Agata,Agata,6.569516667,6.75,8.8,9.2,2.52,7.1875,4.8,7.085,5.0,4.0,,,5.0,Moderada
RA-153,2023,5,5,0,5M,Feminino,2008,15,2018,Privada,Ametista,Ametista,7.289966667,7.535,9.2,7.4,2.52,8.125,6.4,7.71,10.0,4.0,,,5.0,Em fase
RA-1206,2023,5,7,-2,5M,Feminino,2006,17,2023,Pública,Agata,,6.724183333,,8.8,8.3,2.52,7.8125,5.6,7.7125,5.0,4.0,,,0.0,Moderada
RA-157,2023,5,3,2,5M,Feminino,2010,13,2018,Privada,Ametista,Topazio,7.879008333,8.317,7.1,9.9,2.52,8.59375,6.8,8.63,10.0,4.0,,,5.0,Em fase
RA-1207,2023,5,5,0,5M,Feminino,2008,15,2023,Pública,Ametista,,7.58235,,8.8,9.0,5.0,7.8125,5.5,7.63,10.0,4.0,,,0.0,Em fase
RA-1208,2023,5,5,0,5M,Masculino,2008,15,2023,Pública,Ametista,,7.0651,,8.8,8.8,2.52,6.875,6.2,6.2525,10.0,4.0,,,0.0,Em fase
RA-1209,2023,5,6,-1,5M,Feminino,2007,16,2023,Pública,Ametista,,7.43375,,7.5,9.4,5.0,7.8125,7.4,7.7125,5.0,4.0,,,0.0,Moderada
RA-158,2023,5,4,1,5M,Feminino,2009,14,2017,Privada,Ametista,Ametista,7.297425,7.302,7.1,9.0,2.52,8.28125,6.0,7.545,10.0,4.0,,,6.0,Em fase
RA-161,2023,5,4,1,5M,Feminino,2009,14,2018,Privada,Agata,Ametista,6.250166667,7.957,0.0,7.3,2.52,8.125,5.8,7.795,10.0,4.0,,,5.0,Em fase
RA-164,2023,5,6,-1,5M,Masculino,2006,17,2018,Privada,Quartzo,Agata,5.638666667,6.776,0.0,8.2,2.52,6.875,5.8,6.9625,5.0,4.0,,,5.0,Moderada
RA-1210,2023,5,6,-1,5M,Feminino,2007,16,2023,Pública,Ametista,,7.171083333,,9.6,9.4,5.0,7.8125,4.7,8.09,5.0,4.0,,,0.0,Moderada
RA-165,2023,5,5,0,5M,Feminino,2008,15,2017,Privada,Ametista,Topazio,7.583433333,8.063,6.7,9.2,2.52,8.125,7.3,7.795,10.0,4.0,,,6.0,Em fase
RA-1211,2023,5,6,-1,5M,Feminino,2007,16,2023,Pública,Ametista,,7.09205,,7.1,9.1,5.0,7.8125,6.2,7.7125,5.0,4.0,,,0.0,Moderada
RA-1212,2023,5,6,-1,5M,Feminino,2007,16,2023,Pública,Agata,,6.755358333,,8.3,8.9,5.0,7.65625,4.2,7.715,5.0,4.0,,,0.0,Moderada
RA-1213,2023,5,7,-2,5M,Feminino,2006,17,2023,Pública,Quartzo,,5.95625,,0.0,8.4,2.52,7.8125,6.0,7.715,5.0,4.0,,,0.0,Moderada
RA-40,2023,6,7,-1,6A,Feminino,2006,17,2016,Privada,Ametista,Ametista,7.169975,7.203,7.5,8.2,7.52,7.96875,5.9,7.755,5.0,4.0,,,7.0,Moderada
RA-1214,2023,6,6,0,6A,Masculino,2007,16,2023,Pública,Topazio,,8.378666667,,9.6,9.8,6.89,7.5,7.4,7.6725,10.0,4.0,,,0.0,Em fase
RA-71,2023,6,8,-2,6A,Feminino,2005,18,2019,Pública,Ametista,Quartzo,7.3651,4.332,6.7,9.8,6.26,7.5,6.6,7.7125,5.0,4.0,,,4.0,Moderada
RA-43,2023,6,7,-1,6A,Feminino,2006,17,2019,Pública,Agata,Quartzo,6.4622,5.486,7.9,6.7,5.63,7.5,5.0,7.5875,5.0,4.0,,,4.0,Moderada
RA-55,2023,6,7,-1,6A,Feminino,2006,17,2017,Pública,Agata,Agata,6.898033333,6.576,7.9,8.1,3.14,7.5,7.1,7.545,5.0,4.0,,,6.0,Moderada
RA-44,2023,6,8,-2,6A,Feminino,2005,18,2021,Pública,Agata,Quartzo,6.258333333,5.542,0.0,8.5,5.01,7.5,6.9,7.17,5.0,4.0,,,2.0,Moderada
RA-1215,2023,6,6,0,6A,Feminino,2007,16,2023,Pública,Agata,,6.339466667,,7.1,5.6,5.0,7.5,4.1,7.1725,10.0,4.0,,,0.0,Em fase
RA-45,2023,6,6,0,6A,Feminino,2007,16,2019,Privada,Topazio,Ametista,8.303591667,7.591,7.1,9.6,6.26,8.28125,7.9,8.1725,10.0,4.0,,,4.0,Em fase
RA-56,2023,6,6,0,6A,Feminino,2007,16,2019,Privada,Topazio,Topazio,8.284333333,8.404,9.6,9.5,5.0,8.125,7.8,7.8,10.0,4.0,,,4.0,Em fase
RA-57,2023,6,7,-1,6A,Masculino,2006,17,2017,Privada,Agata,Ametista,6.450875,7.305,0.0,8.0,5.63,7.96875,7.2,7.755,5.0,4.0,,,6.0,Moderada
RA-58,2023,6,6,0,6A,Masculino,2007,16,2017,Privada,Ametista,Topazio,7.70625,8.136,0.0,9.7,6.26,8.4375,8.1,8.3825,10.0,4.0,,,6.0,Em fase
RA-59,2023,6,8,-2,6A,Masculino,2005,18,2022,Privada,Ametista,Ametista,7.692291667,7.642,7.5,9.6,5.63,8.28125,7.2,8.4225,5.0,4.0,,,1.0,Moderada
RA-78,2023,6,8,-2,6A,Feminino,2005,18,2018,Privada,Agata,Ametista,6.434625,7.04,0.0,7.7,6.26,8.28125,6.7,8.0025,5.0,4.0,,,5.0,Moderada
RA-79,2023,6,7,-1,6A,Feminino,2006,17,2018,Privada,Agata,Agata,6.635883333,6.847,5.8,6.2,5.0,7.8125,7.6,7.59,5.0,4.0,,,5.0,Moderada
RA-61,2023,6,6,0,6A,Masculino,2007,16,2021,Pública,Ametista,Ametista,7.382108333,7.533,8.3,7.0,6.26,7.96875,6.2,7.4625,10.0,4.0,,,2.0,Em fase
RA-63,2023,6,7,-1,6A,Masculino,2006,17,2018,Pública,Topazio,Topazio,8.0641,8.282,6.7,9.0,6.89,8.75,8.7,8.9675,5.0,4.0,,,5.0,Moderada
RA-64,2023,6,7,-1,6A,Feminino,2006,17,2019,Privada,Ametista,Ametista,7.452541667,7.368,7.5,9.2,6.89,7.34375,6.7,7.9625,5.0,4.0,,,4.0,Moderada
RA-48,2023,6,6,0,6A,Feminino,2007,16,2017,Privada,Ametista,Ametista,7.797058333,8.006,6.7,8.4,6.26,7.65625,7.7,7.6275,10.0,4.0,,,6.0,Em fase
RA-109,2023,6,7,-1,6A,Masculino,2006,17,2021,Privada,Topazio,Topazio,8.3184,8.512,8.3,9.9,7.52,8.75,8.3,8.59,5.0,4.0,,,2.0,Moderada
RA-80,2023,6,7,-1,6L,Feminino,2006,17,2017,Privada,Ametista,Ametista,7.252275,7.29,8.3,8.4,6.89,7.96875,6.3,7.465,5.0,4.0,,,6.0,Moderada
RA-91,2023,6,7,-1,6L,Feminino,2006,17,2016,Privada,Ametista,Agata,7.42395,6.645,10.0,7.4,6.89,7.8125,7.4,7.4675,5.0,4.0,,,7.0,Moderada
RA-1217,2023,6,7,-1,6L,Feminino,2006,17,2023,Pública,Agata,,6.064625,,0.0,7.9,5.63,7.65625,5.9,7.38,5.0,4.0,,,0.0,Moderada
RA-92,2023,6,7,-1,6L,Feminino,2006,17,2016,Privada,Ametista,Agata,7.375916667,6.957,9.6,9.4,5.63,7.1875,6.7,7.045,5.0,4.0,,,7.0,Moderada
RA-96,2023,6,7,-1,6L,Masculino,2006,17,2021,Privada,Ametista,Ametista,7.610791667,7.54,9.6,8.9,7.52,7.65625,6.4,7.84,5.0,4.0,,,2.0,Moderada
RA-1218,2023,6,7,-1,6L,Masculino,2006,17,2023,Pública,Agata,,6.8265,,7.5,9.2,5.0,7.5,5.3,7.1325,5.0,4.0,,,0.0,Moderada
RA-1219,2023,6,6,0,6L,Feminino,2007,16,2023,Pública,Ametista,,7.215141667,,8.8,6.5,5.63,7.34375,6.3,7.38,10.0,4.0,,,0.0,Em fase
RA-1220,2023,6,7,-1,6L,Feminino,2005,18,2023,Pública,Agata,,6.46725,,0.0,9.0,5.0,7.8125,6.8,7.63,5.0,4.0,,,0.0,Moderada
RA-84,2023,6,8,-2,6L,Feminino,2005,18,2018,Privada,Agata,Agata,6.034416667,6.682,0.0,8.8,2.52,7.8125,6.0,7.6725,5.0,4.0,,,5.0,Moderada
RA-99,2023,6,7,-1,6L,Masculino,2006,17,2019,Pública,Agata,Agata,6.68045,6.158,7.9,8.3,5.63,7.8125,4.5,7.4225,5.0,4.0,,,4.0,Moderada
RA-87,2023,6,6,0,6L,Masculino,2007,16,2021,Privada,Topazio,Topazio,8.6625,8.712,7.5,10.0,5.63,8.125,9.3,8.385,10.0,4.0,,,2.0,Em fase
RA-89,2023,6,7,-1,6L,Masculino,2006,17,2021,Pública,Agata,Ametista,6.700775,7.323,8.3,8.1,5.0,7.34375,5.1,7.465,5.0,4.0,,,2.0,Moderada
RA-27,2023,7,7,0,7A,Masculino,2006,17,2016,Privada,Ametista,Ametista,7.921266667,7.124,6.7,7.7,6.89,8.625,6.9,8.8825,10.0,4.0,,,7.0,Em fase
RA-1222,2023,7,8,-1,7A,Feminino,2003,20,2023,Outro/Não informado,Ametista,,7.026466667,,7.1,10.0,5.63,6.875,6.8,6.005,5.0,4.0,,,0.0,Moderada
RA-32,2023,7,7,0,7A,Feminino,2006,17,2018,Privada,Agata,Ametista,6.716666667,7.37,0.0,8.2,3.77,7.375,7.9,6.8775,10.0,4.0,,,5.0,Em fase
RA-19,2023,7,8,-1,7A,Feminino,2003,20,2022,Outro/Não informado,Ametista,Ametista,7.710866667,7.665,7.9,9.4,5.63,7.75,7.8,8.1725,5.0,4.0,,,1.0,Moderada
RA-62,2023,7,7,0,7A,Feminino,2005,18,2022,Pública,Ametista,Ametista,7.610333333,7.891,0.0,9.8,6.89,8.25,7.5,8.215,10.0,4.0,,,1.0,Em fase
RA-1223,2023,7,7,0,7A,Masculino,2006,17,2023,Pública,Topazio,,8.187766667,,8.8,9.3,5.0,6.875,9.0,7.2925,10.0,4.0,,,0.0,Em fase
RA-38,2023,7,7,0,7A,Feminino,2005,18,2017,Privada,Topazio,Topazio,8.835333333,8.523,9.6,9.7,7.52,8.75,7.7,8.8825,10.0,4.0,,,6.0,Em fase
RA-39,2023,7,7,0,7A,Feminino,2006,17,2017,Privada,Topazio,Agata,8.710333333,6.033,9.6,9.1,7.52,8.75,7.8,8.7575,10.0,4.0,,,6.0,Em fase
RA-76,2023,7,5,2,7E,Feminino,2007,16,2017,Privada,,Topazio,,9.105,10.0,,2.52,,,,10.0,,,,6.0,Em fase
RA-26,2023,7,8,-1,7E,Masculino,2005,18,2022,Privada,,Topazio,,8.677,0.0,,7.52,,,,5.0,,,,1.0,Moderada
RA-1226,2023,7,6,1,7E,Feminino,2007,16,2023,Privada,,,,,9.2,,7.52,,,,10.0,,,,0.0,Em fase
RA-93,2023,7,6,1,7E,Feminino,2007,16,2016,Privada,,Topazio,,8.941,7.9,,3.14,,,,10.0,,,,7.0,Em fase
RA-119,2023,7,5,2,7E,Feminino,2008,15,2016,Privada,,Ametista,,7.501,6.7,,2.52,,,,10.0,,,,7.0,Em fase
RA-1227,2023,7,6,1,7E,Feminino,2006,17,2023,Privada,,,,,9.2,,2.52,,,,10.0,,,,0.0,Em fase
RA-1228,2023,7,7,0,7E,Feminino,2006,17,2023,Privada,,,,,7.5,,2.52,,,,10.0,,,,0.0,Em fase
RA-1229,2023,7,6,1,7E,Feminino,2006,17,2023,Privada,,,,,8.3,,7.52,,,,10.0,,,,0.0,Em fase
RA-98,2023,7,5,2,7E,Feminino,2007,16,2017,Privada,,Topazio,,9.354,7.9,,2.52,,,,10.0,,,,6.0,Em fase
RA-172,2023,7,5,2,7E,Feminino,2008,15,2018,Privada,,Topazio,,8.673,0.0,,3.77,,,,10.0,,,,5.0,Em fase
RA-86,2023,7,7,0,7E,Masculino,2006,17,2016,Privada,,Ametista,,7.566,8.3,,6.89,,,,10.0,,,,7.0,Em fase
RA-1230,2023,7,6,1,7E,Feminino,2007,16,2021,Privada,,,,,0.0,,2.52,,,,10.0,,,,2.0,Em fase
RA-1231,2023,8,8,0,8A,Masculino,2001,22,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1232,2023,8,8,0,8A,Masculino,2002,21,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1233,2023,8,8,0,8A,Feminino,2001,22,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1234,2023,8,8,0,8A,Feminino,2002,21,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1235,2023,8,8,0,8A,Masculino,2002,21,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1236,2023,8,8,0,8A,Feminino,2002,21,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1237,2023,8,8,0,8A,Feminino,2002,21,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1238,2023,8,8,0,8A,Feminino,2002,21,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1239,2023,8,8,0,8B,Feminino,2003,20,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1240,2023,8,8,0,8B,Masculino,2003,20,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1241,2023,8,8,0,8B,Feminino,2003,20,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1242,2023,8,8,0,8B,Feminino,2003,20,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1243,2023,8,8,0,8B,Feminino,2003,20,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1244,2023,8,8,0,8B,Feminino,2003,20,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1245,2023,8,8,0,8B,Masculino,2003,20,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1246,2023,8,8,0,8B,Feminino,2003,20,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1247,2023,8,8,0,8B,Feminino,2002,21,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1248,2023,8,8,0,8B,Masculino,2003,20,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1249,2023,8,8,0,8B,Masculino,1996,27,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1250,2023,8,8,0,8B,Masculino,2003,20,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1251,2023,8,8,0,8B,Feminino,2003,20,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1252,2023,8,8,0,8B,Feminino,2002,21,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1253,2023,8,8,0,8D,Feminino,1999,24,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1254,2023,8,8,0,8D,Masculino,2003,20,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1255,2023,8,8,0,8D,Masculino,2004,19,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1256,2023,8,8,0,8D,Feminino,2004,19,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1257,2023,8,8,0,8D,Masculino,2004,19,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1258,2023,8,8,0,8D,Masculino,1998,25,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1259,2023,8,8,0,8D,Feminino,2004,19,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1260,2023,8,8,0,8D,Masculino,2004,19,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1261,2023,8,8,0,8D,Feminino,2004,19,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1262,2023,8,8,0,8D,Feminino,2004,19,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1263,2023,8,8,0,8D,Feminino,2003,20,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1264,2023,8,8,0,8D,Feminino,2002,21,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1265,2023,8,8,0,8D,Masculino,2002,21,2022,Privada,,,,,,,,,,,10.0,,,,1.0,Em fase
RA-1266,2023,8,8,0,8D,Feminino,2004,19,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1267,2023,8,8,0,8D,Feminino,2001,22,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1268,2023,8,8,0,8D,Masculino,2004,19,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-14,2023,8,8,0,8E,Masculino,2001,22,2022,Privada,,Agata,,6.793,,,,,,,10.0,,,,1.0,Em fase
RA-13,2023,8,8,0,8E,Masculino,2004,19,2016,Privada,,Agata,,6.902,,,,,,,10.0,,,,7.0,Em fase
RA-12,2023,8,8,0,8E,Feminino,2005,18,2020,Privada,,Quartzo,,4.832,,,,,,,10.0,,,,3.0,Em fase
RA-7,2023,8,8,0,8E,Masculino,2004,19,2017,Privada,,Agata,,6.818,,,,,,,10.0,,,,6.0,Em fase
RA-6,2023,8,8,0,8E,Feminino,2004,19,2021,Privada,,Quartzo,,5.848,,,,,,,10.0,,,,2.0,Em fase
RA-5,2023,8,8,0,8E,Feminino,2005,18,2016,Privada,,Ametista,,7.427,,,,,,,10.0,,,,7.0,Em fase
RA-1,2023,8,8,0,8E,Feminino,2003,20,2016,Privada,,Quartzo,,5.783,,,,,,,10.0,,,,7.0,Em fase
RA-36,2023,8,8,0,8E,Feminino,2005,18,2019,Privada,,Ametista,,7.876,,,,,,,10.0,,,,4.0,Em fase
RA-35,2023,8,8,0,8E,Feminino,2005,18,2019,Privada,,Topazio,,8.965,,,,,,,10.0,,,,4.0,Em fase
RA-34,2023,8,8,0,8E,Masculino,2005,18,2016,Privada,,Agata,,6.259,,,,,,,10.0,,,,7.0,Em fase
RA-31,2023,8,8,0,8E,Feminino,2005,18,2019,Privada,,Topazio,,8.843,,,,,,,10.0,,,,4.0,Em fase
RA-23,2023,8,7,1,8E,Masculino,2005,18,2021,Privada,,Ametista,,7.677,,,,,,,10.0,,,,2.0,Em fase
RA-88,2023,8,8,0,8E,Masculino,2005,18,2021,Privada,,Ametista,,7.498,,,,,,,10.0,,,,2.0,Em fase
RA-1269,2023,8,8,0,8E,Feminino,2005,18,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-49,2023,8,8,0,8E,Feminino,2005,18,2022,Privada,,Agata,,6.304,,,,,,,10.0,,,,1.0,Em fase
RA-1270,2023,8,8,0,8E,Feminino,2004,19,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-29,2023,8,8,0,8E,Masculino,2005,18,2022,Privada,,Quartzo,,4.985,,,,,,,10.0,,,,1.0,Em fase
RA-17,2023,8,8,0,8E,Masculino,2002,21,2022,Privada,,Topazio,,8.068,,,,,,,10.0,,,,1.0,Em fase
RA-21,2023,8,8,0,8E,Masculino,2004,19,2022,Privada,,Agata,,6.945,,,,,,,10.0,,,,1.0,Em fase
RA-25,2023,8,8,0,8E,Feminino,2005,18,2021,Privada,,Ametista,,7.979,,,,,,,10.0,,,,2.0,Em fase
RA-2,2023,8,8,0,8E,Feminino,2005,18,2017,Privada,,Ametista,,7.055,,,,,,,10.0,,,,6.0,Em fase
RA-1271,2023,8,8,0,8E,Feminino,2004,19,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1272,2023,8,8,0,8E,Feminino,2004,19,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1273,2023,8,7,1,8E,Feminino,2005,18,2023,Privada,,,,,,,,,,,10.0,,,,0.0,Em fase
RA-1274,2023,8,8,0,8E,Feminino,2005,18,2021,Privada,,,,,,,,,,,10.0,,,,2.0,Em fase
RA-1275,2024,0,0,0,ALFA A - G0/G1,Masculino,2016,8,2024,Pública,Ametista,,7.611366666700001,,10.002,8.6666666665,6.26,5.625,8.0,5.446666667,10.0,3.0,,,0.0,Em fase
RA-1276,2024,0,0,0,ALFA A - G0/G1,Feminino,2016,8,2024,Pública,Topazio,,8.002866666700001,,10.002,9.3333333335,3.76,7.5,8.0,7.05,10.0,3.0,,,0.0,Em fase
RA-1277,2024,0,0,0,ALFA A - G0/G1,Masculino,2016,8,2024,Pública,Ametista,,7.952200000100001,,10.002,9.0833333335,3.76,7.5,8.0,7.046666667,10.0,3.0,,,0.0,Em fase
RA-868,2024,0,1,-1,ALFA A - G0/G1,Masculino,2015,9,2023,Pública,Ametista,Topazio,7.156366666600001,8.63895,8.002,9.75,3.76,6.875,7.0,7.213333333,5.0,3.0,,,1.0,Moderada
RA-1278,2024,0,1,-1,ALFA A - G0/G1,Masculino,2015,9,2024,Pública,Quartzo,,5.444199999900001,,9.002,4.1666666665,3.76,5.0,7.5,4.173333333,5.0,3.0,,,0.0,Moderada
RA-1279,2024,0,1,-1,ALFA B - G2/G3,Feminino,2015,9,2024,Pública,Topazio,,8.0822,,10.002,10.0,6.26,7.5,8.25,7.78,5.0,3.0,,,0.0,Moderada
RA-861,2024,0,1,-1,ALFA B - G2/G3,Feminino,2015,9,2023,Pública,Topazio,Topazio,8.959700000000002,9.31095,9.502,10.0,7.51,8.125,10.0,9.73,5.0,3.0,,,1.0,Moderada
RA-862,2024,0,2,-2,ALFA B - G2/G3,Masculino,2014,10,2023,Pública,Ametista,Topazio,7.346677272700001,8.2212,9.002,8.6136363635,7.51,7.1875,7.5,6.27,5.0,3.0,,,1.0,Moderada
RA-1280,2024,0,1,-1,ALFA B - G2/G3,Masculino,2015,9,2024,Pública,Topazio,,8.152624242500002,,10.002,9.5454545455,6.26,7.5,8.5,8.336666667,5.0,3.0,,,0.0,Moderada
RA-1281,2024,0,1,-1,ALFA B - G2/G3,Feminino,2015,9,2024,Pública,Ametista,,7.982890909100001,,7.918,9.5454545455,6.26,7.5,9.25,7.78,5.0,3.0,,,0.0,Moderada
RA-895,2024,0,1,-1,ALFA B - G2/G3,Feminino,2015,9,2023,Pública,Topazio,Topazio,8.2579575757,8.5397,9.502,9.5454545455,6.26,7.5,9.5,8.113333333,5.0,3.0,,,1.0,Moderada
RA-884,2024,0,1,-1,ALFA B - G2/G3,Feminino,2015,9,2023,Pública,Topazio,Topazio,8.0345030302,8.4587,10.002,8.818181818,6.26,7.5,8.75,8.223333333,5.0,3.0,,,1.0,Moderada
RA-1282,2024,0,1,-1,ALFA B - G2/G3,Feminino,2014,10,2024,Pública,Ametista,,7.8769272727000015,,9.502,8.1136363635,6.26,7.5,9.25,7.89,5.0,3.0,,,0.0,Moderada
RA-889,2024,0,1,-1,ALFA B - G2/G3,Masculino,2015,9,2023,Pública,Topazio,Topazio,8.191290909100001,8.8092,8.502,9.2954545455,6.26,7.5,9.75,8.28,5.0,3.0,,,1.0,Moderada
RA-867,2024,0,1,-1,ALFA B - G2/G3,Masculino,2015,9,2023,Pública,Ametista,Topazio,7.583018181800001,8.6992,9.002,7.409090909,7.51,7.5,8.5,7.5,5.0,3.0,,,1.0,Moderada
RA-1283,2024,0,2,-2,ALFA B - G2/G3,Masculino,2014,10,2024,Pública,Topazio,,8.3033538462,,10.002,9.230769231,7.51,7.5,9.0,8.28,5.0,3.0,,,0.0,Moderada
RA-891,2024,0,1,-1,ALFA B - G2/G3,Feminino,2014,10,2023,Pública,Topazio,Ametista,8.035957575700001,7.8882,10.002,9.0454545455,6.26,7.5,8.75,8.003333333,5.0,3.0,,,1.0,Moderada
RA-1284,2024,0,0,0,ALFA C - G0/G1,Feminino,2016,8,2024,Pública,Topazio,,8.3800152174,,9.002,9.347826087,2.51,7.8125,10.0,7.89,10.0,3.0,,,0.0,Em fase
RA-1012,2024,0,1,-1,ALFA C - G0/G1,Feminino,2015,9,2023,Pública,Topazio,Ametista,8.057128571400002,7.96495,9.502,9.523809524,2.51,8.125,9.75,8.443333333,5.0,3.0,,,1.0,Moderada
RA-1285,2024,0,0,0,ALFA C - G0/G1,Feminino,2017,7,2024,Pública,Topazio,,8.156578882000002,,10.002,8.830227742999998,2.51,7.5,8.0,8.946666667,10.0,3.0,,,0.0,Em fase
RA-1286,2024,0,0,0,ALFA C - G0/G1,Masculino,2016,8,2024,Pública,Quartzo,,5.914801966800001,,8.002,5.051759834,2.51,5.3125,7.0,4.61,10.0,3.0,,,0.0,Em fase
RA-1287,2024,0,1,-1,ALFA C - G0/G1,Feminino,2016,8,2024,Pública,Ametista,,7.619650310500001,,10.002,9.3064182195,2.51,8.125,7.75,8.223333333,5.0,3.0,,,0.0,Moderada
RA-1288,2024,0,0,0,ALFA C - G0/G1,Feminino,2017,7,2024,Pública,Ametista,,7.9208899585,,9.002,7.9813664595,2.51,7.1875,10.0,7.273333333,10.0,3.0,,,0.0,Em fase
RA-1289,2024,0,1,-1,ALFA D - G2/G3,Feminino,2014,10,2024,Pública,Ametista,,7.2171722223,,7.002,9.4444444445,7.51,5.9375,7.75,6.166666667,5.0,3.0,,,0.0,Moderada
RA-1290,2024,0,1,-1,ALFA D - G2/G3,Masculino,2015,9,2024,Pública,Topazio,,8.407200000000001,,10.002,10.0,7.51,7.5,8.75,8.28,5.0,3.0,,,0.0,Moderada
